,Additional_Info,Certificate_Number,City,Coordinate_System,Customer,Date,Date_Cleaned,Direction,Down_Grade_to_Invert,Down_Rim_to_Grade,Down_Rim_to_Invert,Downstream_MH,Drainage_Area,Easting,Elevation,Flow_Control,GPS_Accuracy,Height,InspectionID,IsImperial,Length_Surveyed,Lining_Method,Location_Code,Location_Details,Material,Media_Label,Northing,Owner,PO_Number,PacpQuickMaintRating,PacpQuickMaintRatingNum,PacpQuickOverallRating,PacpQuickOverallRatingNum,PacpQuickStructRating,PacpQuickStructRatingNum,Pipe_Joint_Length,Pipe_Segment_Reference,Pre-Cleaning,PressureValue,Project,Purpose,Reverse_Setup,Sewer_Category,Sewer_Use,Shape,Sheet_Number,Street,Surveyed_By,Time,Total_Length,Up_Grade_to_Invert,Up_Rim_to_Grade,Up_Rim_to_Invert,Upstream_MH,Weather,Width,WorkOrder,Year_Laid,Year_Renewed
49,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-06,2016-04-05,Downstream,,,14.6999998092651,SANMH200554,,,,Not Controlled,,36.0,50.0,True,63.7999992370605,,Easement/Right of Way,easement by walking track,Reinforced Concrete Pipe,,,City of Miamisburg,1696.0,,,,,,,10.0,SANGS2005530,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,529 S Main St.,MDC,11:18:00,63.7999992370605,,,15.1000003814697,SANMH200553,Dry,36.0,,,
50,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-06,2016-04-05,Downstream,,,14.8000001907349,SANMH200556,,,,Not Controlled,,36.0,51.0,True,291.0,,Easement/Right of Way,easement by walking track,Reinforced Concrete Pipe,,,City of Miamisburg,1696.0,,,,,,,10.0,SANGS2005540,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,615 S Main St.,MDC,11:27:00,291.0,,,14.6999998092651,SANMH200554,Dry,36.0,,,
51,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-06,2016-04-05,Downstream,,,15.8000001907349,SANMH200557,,,,Not Controlled,,36.0,52.0,True,298.600006103516,,Easement/Right of Way,easement through park,Reinforced Concrete Pipe,,,City of Miamisburg,1696.0,,,,,,,10.0,SANGS2005560,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,711 S Main St.,MDC,11:58:00,298.600006103516,,,14.8000001907349,SANMH200556,Dry,36.0,,,
52,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-06,2016-04-05,Downstream,,,15.1000003814697,SANMH200558,,,,Not Controlled,,36.0,53.0,True,289.700012207031,,Easement/Right of Way,easement through park,Reinforced Concrete Pipe,,,City of Miamisburg,1696.0,,,,,,,10.0,SANGS2005570,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,901 S Main St.,MDC,14:29:00,289.700012207031,,,15.8000001907349,SANMH200557,Dry,36.0,,,
53,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-06,2016-04-05,Downstream,,,16.2000007629395,SANMH200576,,,,Not Controlled,,36.0,54.0,True,291.5,,Easement/Right of Way,easement through park,Reinforced Concrete Pipe,,,City of Miamisburg,1696.0,,,,,,,10.0,SANGS2005580,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,901 S Main St.,MDC,15:09:00,291.5,,,15.1000003814697,SANMH200558,Dry,36.0,,,
54,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-06,2016-04-05,Downstream,,,16.7000007629395,SANMH200575,,,,Not Controlled,,36.0,55.0,True,298.399993896484,,Easement/Right of Way,easement through park,Reinforced Concrete Pipe,,,City of Miamisburg,1696.0,,,,,,,10.0,SANGS2005760,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,955 S Main St.,MDC,15:34:00,298.399993896484,,,16.2000007629395,SANMH200576,Dry,36.0,,,
55,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-06,2016-04-05,Downstream,,,16.3999996185303,SANMH200574,,,,Not Controlled,,36.0,56.0,True,115.900001525879,,Easement/Right of Way,easement through park,Reinforced Concrete Pipe,,,CIty of MIamisburg,1696.0,,,,,,,10.0,SANGS2005750,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1019 S Main St.,MDC,17:11:00,115.900001525879,,,16.7000007629395,SANMH200575,Dry,36.0,,,
56,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-06,2016-04-06,Downstream,,,0.0,SANMH200573,,,,Not Controlled,,30.0,57.0,True,115.5,,Easement/Right of Way,easement under road to alley,Reinforced Concrete Pipe,,,City of Miamisburg,1696.0,,,,,,,10.0,SANGS2005740,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1032 S Main St.,MDC,17:23:00,115.5,,,16.3999996185303,SANMH200574,Dry,30.0,,,
57,No depths on manholes. Manholes in gated area.,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-06,2016-04-06,Downstream,,,0.0,SANMH200767,,,,Not Controlled,,36.0,58.0,True,141.699996948242,,Alley,paved asphalt,Reinforced Concrete Pipe,,,City of Miamisburg,1696.0,,,,,,,10.0,SANGS2005730,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1032 S Main St.,MDC,17:36:00,141.699996948242,,,0.0,SANMH200573,Dry,36.0,,,
58,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-06,2016-04-06,Downstream,,,0.0,SANMH200766,,,,Not Controlled,,36.0,59.0,True,38.7000007629395,,Alley,paved asphalt,Reinforced Concrete Pipe,,,City of Miamisburg,1696.0,,,,,,,10.0,SANGS2007670,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1032 S Main St.,MDC,17:54:00,38.7000007629395,,,0.0,SANMH200767,Dry,36.0,,,
59,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-06,Downstream,,,6.59999990463257,SANMH500403,,,,Not Controlled,,8.0,60.0,True,188.199996948242,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5004040,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,4106 Lion Heart Dr.,JAK,07:04:00,188.199996948242,,,6.0,SANMH500404,Light Rain,8.0,,,
60,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-06,Downstream,,,6.19999980926514,SANMH500402,,,,Not Controlled,,8.0,61.0,True,301.0,,Light Highway,center of road,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5004030,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,2110 Lion Heart Dr.,JAK,07:52:00,301.0,,,6.59999990463257,SANMH500403,Light Rain,8.0,,,
61,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-06,Downstream,,,7.19999980926514,SANMH500401,,,,Not Controlled,,8.0,62.0,True,294.600006103516,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5004020,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,2118 Lion Heart Dr.,JAK,08:55:00,294.600006103516,,,6.19999980926514,SANMH500402,Light Rain,8.0,,,
62,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-06,Upstream,,,9.39999961853027,SANMH500400,,,,Not Controlled,,8.0,63.0,True,72.0999984741211,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5004010,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,2121 Lion Heart Dr.,JAK,10:21:00,72.0999984741211,,,7.19999980926514,SANMH500401,Light Rain,8.0,,,
63,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-06,Upstream,,,9.39999961853027,SANMH500400,,,,Not Controlled,,8.0,64.0,True,200.0,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5003990,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1128 Sir Lockesley Dr.,JAK,10:42:00,200.0,,,6.59999990463257,SANMH500399,Light Rain,8.0,,,
64,Easement charge.,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-06,Downstream,,,8.60000038146973,SANMH500419,,,,Not Controlled,,8.0,65.0,True,129.800003051758,,Light Highway,edge of street to yard,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5004180,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1102 Sir Lockesley Dr.,JAK,11:24:00,129.800003051758,,,7.30000019073486,SANMH500418,Light Rain,8.0,,,
65,Easement charge.,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-06,Downstream,,,15.0,SANMH500420,,,,Not Controlled,,8.0,66.0,True,86.9000015258789,,Yard,backyard residence,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5004190,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1102 Sir Lockesley Dr.,JAK,11:59:00,86.9000015258789,,,8.60000038146973,SANMH500419,Light Rain,8.0,,,
66,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-07,Upstream,,,5.90000009536743,SANMH500481,,,,Not Controlled,,8.0,67.0,True,90.1999969482422,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5004820,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,2001 Robinhood Dr.,JAK,13:22:00,90.1999969482422,,,5.69999980926514,SANMH500482,Light Rain,8.0,,,
67,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-07,Upstream,,,5.69999980926514,SANMH500482,,,,Not Controlled,,8.0,68.0,True,135.100006103516,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5004830,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,2019 Robinhood Dr.,JAK,13:42:00,135.100006103516,,,5.59999990463257,SANMH500483,Light Rain,8.0,,,
68,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-07,Downstream,,,0.0,SANMH500442,,,,Not Controlled,,8.0,69.0,True,198.399993896484,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5004810,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,2001 Robinhood Dr.,JAK,14:25:00,198.399993896484,,,5.90000009536743,SANMH500481,Light Rain,8.0,,,
69,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-07,Downstream,,,9.0,SANMH500441,,,,Not Controlled,,8.0,70.0,True,302.700012207031,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5004420,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1950 Cudgell Dr.,JAK,14:55:00,302.700012207031,,,7.40000009536743,SANMH500442,Light Rain,8.0,,,
70,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-07,Downstream,,,7.59999990463257,SANMH500440,,,,Not Controlled,,8.0,71.0,True,191.899993896484,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5004410,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1911 Cudgell Dr.,JAK,15:40:00,191.899993896484,,,9.0,SANMH500441,Light Rain,8.0,,,
71,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-07,Upstream,,,10.8999996185303,SANMH500262,,,,Not Controlled,,8.0,72.0,True,128.399993896484,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002630,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,720 Red Deer Ln.,MDC,13:33:00,128.399993896484,,,6.19999980926514,SANMH500263,Light Rain,8.0,,,
72,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-07,Downstream,,,6.80000019073486,SANMH500260,,,,Not Controlled,,8.0,73.0,True,220.899993896484,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002620,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,720 Red Deer Ln.,MDC,13:58:00,220.899993896484,,,10.8999996185303,SANMH500262,Light Rain,8.0,,,
73,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-07,Downstream,,,15.3999996185303,SANMH500261,,,,Not Controlled,,8.0,74.0,True,50.2999992370605,,Light Highway,center of street to driveway,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002600,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,730 Red Deer Ln.,MDC,14:27:00,50.2999992370605,,,6.80000019073486,SANMH500260,Light Rain,8.0,,,
74,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-07,Upstream,,,11.6999998092651,SANMH500251,,,,Not Controlled,,8.0,75.0,True,120.699996948242,,Sidewalk,edge of road,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002500,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,725 N Bayberry Dr.,MDC,15:16:00,120.699996948242,,,9.80000019073486,SANMH500250,Light Rain,8.0,,,
75,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-07,Upstream,,,11.6999998092651,SANMH500251,,,,Not Controlled,,8.0,76.0,True,216.300003051758,,Sidewalk,edge of road to driveway,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002520,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,725 N Bayberry Dr.,MDC,15:36:00,216.300003051758,,,10.3000001907349,SANMH500252,Light Rain,8.0,,,
76,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-07,Downstream,,,10.6000003814697,SANMH500253,,,,Not Controlled,,8.0,77.0,True,319.200012207031,,Sidewalk,edge of road,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002540,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,712 Friar Tuck Ct.,MDC,16:18:00,319.200012207031,,,9.39999961853027,SANMH500254,Light Rain,8.0,,,
77,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-07,Upstream,,,9.39999961853027,SANMH500254,,,,Not Controlled,,8.0,78.0,True,214.300003051758,,Light Highway,edge of road,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002550,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,712 Friar Tuck Ct.,MDC,17:06:00,214.300003051758,,,8.30000019073486,SANMH500255,Light Rain,8.0,,,
78,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-07,Downstream,,,7.69999980926514,SANMH500265,,,,Not Controlled,,8.0,79.0,True,264.799987792969,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002660,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,860 Elwyn Pl.,MDC,09:23:00,264.799987792969,,,5.09999990463257,SANMH500266,Light Rain,8.0,,,
79,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-07,Downstream,,,9.19999980926514,SANMH500264,,,,Not Controlled,,8.0,80.0,True,226.5,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002650,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,825 Elwyn Pl.,MDC,10:00:00,226.5,,,7.69999980926514,SANMH500265,Light Rain,8.0,,,
80,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-07,Downstream,,,6.59999990463257,SANMH500268,,,,Not Controlled,,8.0,81.0,True,191.0,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002690,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,860 Lea Castle Pl.,MDC,10:57:00,191.0,,,7.0,SANMH500269,Light Rain,8.0,,,
81,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-07,Downstream,,,9.30000019073486,SANMH500267,,,,Not Controlled,,8.0,82.0,True,195.0,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002680,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,833 Lea Castle Pl,MDC,11:28:00,195.0,,,6.59999990463257,SANMH500268,Light Rain,8.0,,,
82,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-07,Downstream,,,8.10000038146973,SANMH500272,,,,Not Controlled,,8.0,83.0,True,119.099998474121,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002730,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,853 Stutely Pl.,MDC,12:18:00,119.099998474121,,,7.30000019073486,SANMH500273,Light Rain,8.0,,,
83,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-07,Downstream,,,8.60000038146973,SANMH500271,,,,Not Controlled,,8.0,84.0,True,183.199996948242,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002720,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,841 Stutely Pl.,MDC,12:36:00,183.199996948242,,,8.10000038146973,SANMH500272,Light Rain,8.0,,,
84,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-07,2016-04-07,Downstream,,,8.39999961853027,SANMH500270,,,,Not Controlled,,8.0,85.0,True,158.199996948242,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002710,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,823 Stutely Pl.,MDC,12:57:00,158.199996948242,,,8.60000038146973,SANMH500271,Light Rain,8.0,,,
85,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-08,2016-04-07,Upstream,,,9.10000038146973,SANMH500257,,,,Not Controlled,,8.0,86.0,True,189.199996948242,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002590,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,708 Golden Arrow Dr.,MDC,08:16:00,189.199996948242,,,8.89999961853027,SANMH500259,Saturated,8.0,,,
86,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-08,2016-04-07,Upstream,,,9.10000038146973,SANMH500257,,,,Not Controlled,,8.0,87.0,True,95.5,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002580,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,708 Golden Arrow Dr.,MDC,08:52:00,95.5,,,9.80000019073486,SANMH500258,Saturated,8.0,,,
87,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-08,2016-04-08,Downstream,,,10.8000001907349,SANMH500256,,,,Not Controlled,,8.0,88.0,True,97.8000030517578,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002570,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,708 Golden Arrow Dr.,MDC,09:18:00,97.8000030517578,,,9.10000038146973,SANMH500257,Saturated,8.0,,,
88,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-08,2016-04-07,Downstream,,,9.39999961853027,SANMH500254,,,,Not Controlled,,8.0,89.0,True,75.0999984741211,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002560,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,710 Golden Arrow Dr.,MDC,09:47:00,75.0999984741211,,,10.8000001907349,SANMH500256,Saturated,8.0,,,
89,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-08,2016-04-07,Downstream,,,14.6999998092651,SANMH500238,,,,Not Controlled,,8.0,90.0,True,115.599998474121,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002400,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,608 N Bayberry Dr.,MDC,10:24:00,115.599998474121,,,10.5,SANMH500240,Saturated,8.0,,,
90,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-08,2016-04-07,Upstream,,,10.5,SANMH500240,,,,Not Controlled,,8.0,91.0,True,60.7999992370605,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002410,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,608 N Bayberry Dr.,MDC,10:52:00,60.7999992370605,,,7.59999990463257,SANMH500241,Saturated,8.0,,,
91,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-08,2016-04-08,Upstream,,,8.69999980926514,SANMH500202,,,,Not Controlled,,8.0,92.0,True,242.0,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002030,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1625 Kathy Ln.,MDC,11:21:00,242.0,,,0.0,SANMH500203,Saturated,8.0,,,
92,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-08,2016-04-08,Upstream,,,7.69999980926514,SANMH500203,,,,Not Controlled,,8.0,93.0,True,222.0,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002040,Jetting,,1696_Miamisburg_OH,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,520 Carolyn Dr.,MDC,11:51:00,222.0,,,5.80000019073486,SANMH500204,Saturated,8.0,,,
93,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-11,2016-04-08,Downstream,,,7.69999980926514,SANMH500202,,,,Not Controlled,,8.0,94.0,True,299.899993896484,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002030,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1625 Kathy Ln.,MDC,15:30:00,299.899993896484,,,7.69999980926514,SANMH500203,Heavy Rain,8.0,,,
94,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-11,2016-04-08,Downstream,,,8.19999980926514,SANMH500200,,,,Not Controlled,,8.0,95.0,True,301.100006103516,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002010,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1581 Kathy Ln.,MDC,16:37:00,301.100006103516,,,7.69999980926514,SANMH500201,Heavy Rain,8.0,,,
95,DSMH # on video incorrect. DSMH not shown on map. Added segment to account for unmapped MH. See 1696_MCF_SANMH500908_04.11.16_MDC.,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-11,2016-04-08,Downstream,,,8.19999980926514,SANMH500908,,,,Not Controlled,,8.0,96.0,True,53.0,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002000,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1541 Kathy Ln.,MDC,17:39:00,53.0,,,8.19999980926514,SANMH500200,Heavy Rain,8.0,,,
96,Pipe segment ID on video incorrect. USMH not shown on map. Added segment to account for unmapped MH. See 1696_MCF_SANMH500908_04.11.16_MDC.,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-11,2016-04-08,Downstream,,,8.19999980926514,SANMH500199,,,,Not Controlled,,8.0,97.0,True,180.0,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5002000A,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1541 Kathy Ln.,MDC,17:53:00,180.0,,,8.19999980926514,SANMH500908,Heavy Rain,8.0,,,
97,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-11,2016-04-08,Downstream,,,7.19999980926514,SANMH500198,,,,Not Controlled,,8.0,98.0,True,167.300003051758,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5001990,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1509 Kathy Ln.,MDC,18:17:00,167.300003051758,,,8.19999980926514,SANMH500199,Heavy Rain,8.0,,,
98,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-12,2016-04-12,Downstream,,,8.69999980926514,SANMH500476,,,,Not Controlled,,8.0,99.0,True,170.899993896484,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS5004390,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1208 Kirkley Hall Dr.,JAK,14:36:00,170.899993896484,,,8.5,SANMH500439,Dry,8.0,,,
